record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.2","20260130","CDFW","6FCSAFEA YBCY","4","FEATHER AT YUBA CITY","39.133","-121.6","FEA","SAFA",,"YUBA CITY","SAFA","FEA","39.133","-121.6","N"
"L","4.2","20260130","CDFW","6FBWK","4","WALKER CREEK TOM","38.21","-122.93","NORU","CECA",,"WALKER CREEK, TRIBUTARY TO TOMALES BAY","CECA","NORU","38.21","-122.93","N"
"L","4.2","20260130","CDFW","6FBRRBSL LSUL","4","LITTLE SULPHUR CREEK","38.81","-122.93","NORU","CECA",,"LITTLE SULPHUR CREEK, TRIBUTARY OF BIG SULPHUR CREEK, TRIB OF RUSSIAN RIVER","CECA","NORU","38.8097","-122.9253","N"
"L","4.2","20260130","CDFW","6FCSASAF WDBR","4","SAC R AT WOODSON BRIDGE","39.91","-122.09","SACR","SAFA",,"SACRAMENTO RIVER WOODSON BRIDGE","SAFA","SACR","39.91","-122.09","N"
"L","4.2","20260130","CDFW","6FKTRUTR","4","TRINITY R,NFK-LEWIST","40.77","-123.127","TRIN","KLTR",,"TRINITY RIVER, NORTH FORK TO LEWISTON DAM","KLTR","TRIN","40.7706","-123.1264","N"
"L","4.2","20260130","CDFW","6FCSAFEA LKAL","4","LAKE ALMANOR","40.19","-121.089","FEA","SAFA",,"LAKE ALMANOR","SAFA","FEA","40.19","-121.089","N"
"L","4.2","20260130","CDFW","6FBRRMCM BRGS","4","BRIGGS CREEK","38.67","-122.74","NORU","CECA",,"BRIGGS CREEK, TRIBUTARY OF MAACAMA, TRIB OF RUSSIAN RIVER","CECA","NORU","38.6744","-122.7422","N"
"L","4.2","20260130","CDFW","6FKTRLTR TISH","4","TISH TANG CAMPGROUND","41.025","-123.64","TRIN","KLTR",,"TISH TANG CAMPGROUND","KLTR","TRIN","41.0231","-123.6369","N"
"L","4.2","20260130","CDFW","6FKKL","4","KLAMATH RIVER","41.54","-124.08","KLAM","KLTR",,"KLAMATH RIVER","KLTR","KLAM","41.54","-124.08","N"
"L","4.2","20260130","CDFW","6FKTRLTR HOOP","4","HOOPA",,,"TRIN","KLTR",,"HOOPA","KLTR","TRIN","41.0506","-123.6731","N"
"L","4.2","20260130","CDFW","6FASRROW ROWH","4","ROWDY CREEK HATCHERY","41.9283","-124.1444","SMIT","NOCA",,"ROWDY CREEK FISH HATCHERY","NOCA","SMIT","41.9283","-124.1444","N"
"L","4.2","20260130","CDFW","6FCSASBF DCCH","4","DELTA CROSS CHANNEL","38.25","-121.51","SACR","SAFA",,"DELTA CROSS CHANNEL","SAFA","SACR","38.25","-121.51","N"
"L","4.2","20260130","CDFW","6FBNO    NOET","4","NOYO EGG TAKE STATIO",,,"NORU","CECA",,"NOYO EGG TAKE STATION","CECA","NORU",,,"N"
"L","4.2","20260130","CDFW","6MOSFROD SELBWICNET","4","WICKLAND OIL NET PEN","38.05","-122.25","SFBA","CECA",,"NET PENS AT WICKLAND OIL TERMINAL. CONOCO PHILLIPS. 90 SAN PABLO AVE. SELBY / CROCKETT CA","CECA","SFBA","38.05","-122.25","N"
"L","4.2","20260130","CDFW","6FBGU","4","GUALALA RIVER","38.76","-123.53","NORU","CECA",,"GUALALA RIVER","CECA","NORU","38.7686","-123.5328","N"
"L","4.2","20260130","CDFW","6FCSASBF STBT","4","SAC R AT STEAMBOAT SLOUGH","38.1819","-121.6592","SACR","SAFA",,"SACRAMENTO RIVER STEAMBOAT SLOUGH","SAFA","SACR","38.1819","-121.6592","N"
"L","4.2","20260130","CDFW","6FCSAFEA GRID","4","FEATHER AT GRIDLEY","39.366","-121.65","FEA","SAFA",,"GRIDLEY","SAFA","FEA","39.366","-121.65","N"
"L","4.2","20260130","CDFW","6FCSJOLD CLCT","4","SAN JOAQ OLD CLFTN CT FOR","37.841","-121.577","SJR","SJOA",,"SAN JOAQUIN OLD RIVER CLIFTON COURT FOREBAY","SJOA","SJR","37.85","-121.568","N"
"L","4.2","20260130","CDFW","6FBELVAN YAGRLAWBEL","4","BELL CREEK","40.6732","-123.9576","MAEL","NOCA",,"BELL CREEK, TRIBUTARY TO LAWRENCE CREEK","NOCA","MAEL","40.6733","-123.9561","N"
"L","4.2","20260130","CDFW","6FCSJMER SHFB","4","MER R SHAFFER BRIDGE","37.46","-120.61","MERC","SJOA",,"SHAFFER BRIDGE ON MERCED RIVER","SJOA","MERC","37.46","-120.61","N"
"L","4.2","20260130","CDFW","6FCSJSTA","4","STANISLAUS RIVER","37.665","-121.241","TUST","SJOA",,"STANISLAUS RIVER","SJOA","TUST","37.66","-121.24","N"
"L","4.2","20260130","CDFW","6FCSAMLC","4","MILL CREEK","40.036","-122.117","SACR","SAFA",,"MILL CREEK (TRIBUTARY OF SACRAMENTO RIVER)","SAFA","SACR","40.036","-122.117","N"
"L","4.2","20260130","CDFW","6FKKLUPR IRGH","4","IRON GATE HATCHERY","41.934","-122.437","KLAM","KLTR",,"IRON GATE HATCHERY","KLTR","KLAM","41.934","-122.437","N"
"L","4.2","20260130","CDFW","6FCSACOY TCFF","4","TEHAMA-COLUSA FF","40.112","-122.166","SACR","SAFA",,"TEHAMA-COLUSA FISH FACILITY","SAFA","SACR","40.112","-122.166","N"
"L","4.2","20260130","CDFW","6FCSJMOK VINO","4","MOK R VINO FARMS","38.176","-121.1534","MOKE","SJOA",,"MOKELUMNE RIVER VINO FARMS ABOVE ELLIOT RD","SJOA","MOKE","38.176","-121.1534","N"
"L","4.2","20260130","CDFW","6MOSFGLD","4","GOLDEN GATE BRIDGE","37.82","-122.478","SFBA","CECA",,"GOLDEN GATE BRIDGE ENTRANCE TO SAN FRANCISCO BAY","CECA","SFBA","37.82","-122.478","N"
"L","4.2","20260130","CDFW","6MO NET","4","OCEAN NET PENS",,,"CAGNG","CAGN",,"OCEAN NET PENS","CAGN","CAGNG",,,"N"
"L","4.2","20260130","CDFW","6FCSJOLB BRAN","4","SAN JOAQUIN BRANN ISL RMP","38.13","-121.58","SJR","SJOA",,"SAN JOAQUIN RIVER BRANNAN ISLAND RAMP","SJOA","SJR","38.1467","-121.6469","N"
"L","4.2","20260130","CDFW","6MOSFTIB","4","TIBURON MINOR PORT","37.9","-122.44","SFBA","CECA",,"TIBURON MINOR PORT AREA/LOCATION","CECA","SFBA","37.9","-122.44","N"
"L","4.2","20260130","CDFW","6FCSJMOK MRFI","4","MOK R FISH INS","38.23","-121.03","MOKE","SJOA",,"MOKELUMNE RIVER FISH INSTALLATION","SJOA","MOKE","38.23","-121.03","N"
"L","4.2","20260130","CDFW","6FCSABAT NFK WILD","4","BATTLE CREEK NFK WILDCAT","40.4245","-121.987","SACR","SAFA",,"BATTLE CREEK ABOVE COLEMAN NORTH FORK AT WILDCAT ROAD BRIDGE","SAFA","SACR","40.4245","-121.987","N"
"L","4.2","20260130","CDFW","6FBGR","4","GARCIA RIVER","38.95","-123.73","NORU","CECA",,"GARCIA RIVER","CECA","NORU","38.9544","-123.7325","N"
"L","4.2","20260130","CDFW","6FCSACOW SOUF   OAK","4","OAK RUN CREEK","40.56","-122.22","SACR","SAFA",,"OAK RUN CREEK ON SOUTH FORK OF COW CREEK","SAFA","SACR","40.56","-122.21","N"
"L","4.2","20260130","CDFW","6FKKLUPR","4","KLAMATH R, TRIN-IRON",,,"KLAM","KLTR",,"KLAMATH RIVER FROM MOUTH OF TRINITY RIVER TO IRON GATE","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLBOG","4","BOGUS CREEK","41.929","-122.443","KLAM","KLTR",,"BOGUS CREEK TRIB TO KLAMATH RIVER","KLTR","KLAM","41.9289","-122.4417","N"
"L","4.2","20260130","CDFW","6FCSASAF BLRB","4","SAC R BEL RBDD","39.412","-122.009","SACR","SAFA",,"SACRAMENTO RIVER BELOW RED BLUFF DIVERSION DAM TO PRINCETON FERRY","SAFA","SACR","39.412","-122.009","N"
"L","4.2","20260130","CDFW","6FCSJAMR","4","SAN JOAQUIN RIV AB MERCED","37.349","-120.975","SJR","SJOA",,"SAN JOAQUIN RIVER ABOVE MERCED RIVER","SJOA","SJR","37.349","-120.975","N"
"L","4.2","20260130","CDFW","6FKKLIND","4","INDIAN CREEK",,,"KLAM","KLTR",,"INDIAN CREEK","KLTR","KLAM","41.79","-123.3778","N"
"L","4.2","20260130","CDFW","6FASRROC","4","ROCK CREEK, SMITH R","41.8109","-124.0821","SMIT","NOCA",,"ROCK CREEK, TRIBUTARY OF SMITH RIVER","NOCA","SMIT","41.8109","-124.0821","N"
"L","4.2","20260130","CDFW","6FCSAFEA FRFH","4","FEATHER R HATCHERY","39.518","-121.557","FEA","SAFA",,"FEATHER RIVER HATCHERY","SAFA","FEA","39.518","-121.557","N"
"L","4.2","20260130","CDFW","6FCSASBF DSPK","4","SAC R AT DISCOVERY PARK","38.6","-121.51","SACR","SAFA",,"SACRAMENTO RIVER AT DISCOVERY PARK, AMERICAN RIVER MOUTH","SAFA","SACR","38.6","-121.5","N"
"L","4.2","20260130","CDFW","6MOSFTIB QNTN","4","PT SAN QUENTIN","37.94","-122.48","SFBA","CECA",,"POINT SAN QUENTIN AT MARIN ROD AND GUN CLUB","CECA","SFBA","37.94","-122.48","N"
"L","4.2","20260130","CDFW","6FCSASBF BROD","4","SAC R BRODERICK BOAT RAMP","38.591","-121.51","SACR","SAFA",,"SACRAMENTO RIVER BRODERICK BOAT RAMP ACROSS DOWN FROM DISCOVERY PARK","SAFA","SACR","38.591","-121.51","N"
"L","4.2","20260130","CDFW","6FCSAFEA YUBA","4","YUBA RIVER","39.127","-121.596","FEA","SAFA",,"YUBA RIVER","SAFA","FEA","39.127","-121.596","N"
"L","4.2","20260130","CDFW","6FCSACLR","4","CLEAR CREEK","40.505","-122.369","SACR","SAFA",,"CLEAR CREEK","SAFA","SACR","40.505","-122.369","N"
"L","4.2","20260130","CDFW","6FKKLSCT KELS","4","KELSEY CREEK",,,"KLAM","KLTR",,"KELSEY CREEK","KLTR","KLAM","41.6452","-123.117","N"
"L","4.2","20260130","CDFW","6FKTRSUP","4","SUPPLY CREEK","41.054","-123.675","TRIN","KLTR",,"SUPPLY CREEK","KLTR","TRIN","41.0542","-123.6744","N"
"L","4.2","20260130","CDFW","6FCSABUT ADAM","4","ADAMS DAM",,,"SACR","SAFA",,"ADAMS DAM","SAFA","SACR",,,"N"
"L","4.2","20260130","CDFW","6FASRMAI JSPK","4","JED SMITH PARK","41.7919","-124.0831","SMIT","NOCA",,"JEDEDIAH SMITH REDWOODS STATE PARK, SMITH RIVER","NOCA","SMIT","41.7817","-124.1008","N"
"L","4.2","20260130","CDFW","6FBMTMAI PETR","4","PETROLIA",,,"MAEL","NOCA",,"PETROLIA REARING FACILITY, MATTOLE RIVER","NOCA","MAEL","40.318","-124.2858","N"
"L","4.2","20260130","CDFW","6FASRSUL","4","SULTAN CR, SMITH R","41.8594","-124.1192","SMIT","NOCA",,"SULTAN CREEK, TRIBUTARY OF SMITH RIVER","NOCA","SMIT","41.8594","-124.1192","N"
"L","4.2","20260130","CDFW","6FCSJTUO TAFG","4","TUOLUMNE R TURLOK FOX GRV",,,"TUST","SJOA",,"TUOLUMNE RIVER, TURLOCK ST. REC.  AREA TO FOX GROVE PARK","SJOA","TUST","37.6211","-120.8392","N"
"L","4.2","20260130","CDFW","6MOSFTRS","4","TREASURE ISLAND","37.83","-122.37","SFBA","CECA",,"TREASURE ISLAND IN SAN FRANCISCO BAY","CECA","SFBA","37.83","-122.37","N"
"L","4.2","20260130","CDFW","6FKTRUTR SAWP","4","SAWMILL PONDS",,,"TRIN","KLTR",,"SAWMILL PONDS","KLTR","TRIN",,,"N"
"L","4.2","20260130","CDFW","6FCSUUSC PCHI","4","PORT CHICAGO","38.06","-122.02","SFBA","CECA",,"PORT CHICAGO","CECA","SFBA","38.06","-122.02","N"
"L","4.2","20260130","CDFW","6FCSJMRMN EBY","4","SAN JOAQ RIV E SIDE BYPAS","37.2797","-120.8275","SJR","SJOA",,"SAN JOAQUIN RIVER EAST SIDE BYPASS WITH ORIGIN AT BEAR CREEK","SJOA","SJR","37.2518","-120.7701","N"
"L","4.2","20260130","CDFW","6MOSFYER","4","YERBA BUENA ISLAND","37.81","-122.36","SFBA","CECA",,"YERBA BUENA ISLAND IN SAN FRANCISCO BAY","CECA","SFBA","37.81","-122.36","N"
"L","4.2","20260130","CDFW","6FB  HSUP","4","HSU OXIDATION PONDS","40.8772","-124.075","MAEL","NOCA",,"HUMBOLDT STATE UNIVERSITY OXIDATION PONDS","NOCA","MAEL","40.8772","-124.075","N"
"L","4.2","20260130","CDFW","6FCSAFEA","4","FEATHER RIVER","38.787","-121.625","FEA","SAFA",,"FEATHER RIVER","SAFA","FEA","38.787","-121.625","N"
"L","4.2","20260130","CDFW","6FCSASAF BONN","4","SAC R BONNYVIEW BOAT RAMP","40.54","-122.36","SACR","SAFA",,"SACRAMENTO RIVER BONNYVIEW BOAT RAMP","SAFA","SACR","40.54","-122.36","N"
"L","4.2","20260130","CDFW","6MOSFTIB QNTN NET","4","PT SAN QUENTIN NET PENS","37.94","-122.48","SFBA","CECA",,"POINT SAN QUENTIN AT MARIN ROD AND GUN CLUB NET PENS","CECA","SFBA","37.94","-122.48","N"
"L","4.2","20260130","CDFW","6MOSFTIB SCI","4","TIBURON ESTUARY SCIENCE C","37.889","-122.446","CECA","SFBA",,"TIBURON ESTUARY AND SCIENCE CENTER","CECA","SFBA","37.889","-122.446","N"
"L","4.2","20260130","CDFW","6FBNO","4","NOYO RIVER","39.4278","-123.8081","NORU","CECA",,"NOYO RIVER FT BRAGG","CECA","NORU","39.4278","-123.8081","N"
"L","4.2","20260130","CDFW","6FKKLELK","4","ELK CREEK",,,"KLAM","KLTR",,"ELK CREEK","KLTR","KLAM","41.7811","-123.3931","N"
"L","4.2","20260130","CDFW","6FKTRTIS","4","TISH TANG CREEK","41.025","-123.64","TRIN","KLTR",,"TISH TANG CREEK","KLTR","TRIN","41.0258","-123.6389","N"
"L","4.2","20260130","CDFW","6FCSASBF VIER","4","SAC R AT VIERRA'S RESORT","38.17","-121.63","SACR","SAFA",,"SACRAMENTO RIVER VIERRA'S RESORT","SAFA","SACR","38.17","-121.63","N"
"L","4.2","20260130","CDFW","6FBNOPAR","4","PARLIN FORK","39.3686","-123.6561","NORU","CECA",,"PARLIN FORK OF NOYO RIVER","CECA","NORU","39.3686","-123.6561","N"
"L","4.2","20260130","CDFW","6FBRRDRC LSON","4","LAKE SONOMA","38.72","-123.02","NORU","CECA",,"LAKE SONOMA, ON DRY CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.7181","-123.0083","N"
"L","4.2","20260130","CDFW","6FCSJSTO MOSS","4","SAN JOAQUIN MOSSDALE","37.79","-121.31","SJR","SJOA",,"SAN JOAQUIN RIVER MOSSDALE","SJOA","SJR","37.7847","-121.3075","N"
"L","4.2","20260130","CDFW","6FCSJSTO SJAO","4","SAN JOAQUIN RIV ABOVE OLD","37.808","-121.327","SJR","SJOA",,"SAN JOAQUIN RIVER ABOVE OLD RIVER","SJOA","SJR","38.072","-121.56","N"
"L","4.2","20260130","CDFW","6FCSJTUO LAGR","4","LA GRANGE","37.66","-120.46","TUST","SJOA",,"LA GRANGE","SJOA","TUST","37.66","-120.46","N"
"L","4.2","20260130","CDFW","6FCSJOLD","4","SAN JOAQUIN OLD RIVER","38.0732","-121.5699","SJR","SJOA",,"SAN JOAQUIN OLD RIVER","SJOA","SJR","38.0733","-121.5689","N"
"L","4.2","20260130","CDFW","6FCSJTUO RVDP","4","TUOLUMNE R RIVERDALE PARK","37.613","-121.042","TUST","SJOA",,"TUOLUMNE RIVER AT RIVERDALE PARK","SJOA","TUST","37.6117","-121.0375","N"
"L","4.2","20260130","CDFW","6MOSFFBA BRG","4","FORT BAKER BARGE RELEASE","37.832","-122.477","SFBA","CECA",,"FORT BAKER AREA BARGE RELEASE FISH LOADED UPRIVER OUTSIDE WATER PUMPED CONTINUOUSLY","CECA","SFBA","37.8274","-122.4712","N"
"L","4.2","20260130","CDFW","6FKKLCAM","4","CAMP CREEK","41.974","-122.436","KLAM","KLTR",,"CAMP CREEK TRIB TO KLAMATH RIVER","KLTR","KLAM","41.2928","-123.5619","N"
"L","4.2","20260130","CDFW","6FCSJMOK SOFK","4","MOK R SOUTH FORK","38.13","-121.56","MOKE","SJOA",,"MOKELUMNE RIVER SOUTH FORK","SJOA","MOKE","38.3747","-120.5864","N"
"L","4.2","20260130","CDFW","6FBHW","4","HOWARD CREEK","39.68","-123.79","NORU","CECA",,"HOWARD CREEK","CECA","NORU","39.68","-123.79","N"
"L","4.2","20260130","CDFW","6FCSUCAR BENE","4","BENICIA","38.04","-122.15","SFBA","CECA",,"BENICIA","CECA","SFBA","38.04","-122.15","N"
"L","4.2","20260130","CDFW","6MOSFRCH","4","POINT RICHMOND","37.9085","-122.3878","SFBA","CECA",,"POINT RICHMOND IN SAN FRANCISCO BAY DORNAN DRIVE E OF PT RICHMOND PIER","CECA","SFBA","37.9085","-122.3878","N"
"L","4.2","20260130","CDFW","6FCSJMER MRFF","4","MERCED R FISH FACIL","37.5152","-120.3706","MERC","SJOA",,"MERCED RIVER FISH FACILITY","SJOA","MERC","37.5152","-120.3706","N"
"L","4.2","20260130","CDFW","6FBMAMAP","4","MAPLE CREEK","40.7646","-123.889","MAEL","NOCA",,"MAPLE CREEK, TRIBUTARY TO MAD RIVER","NOCA","MAEL","40.7644","-123.8872","N"
"L","4.2","20260130","CDFW","6FCSASBF BROD NET","4","SAC R BRODERICK RAMP NET","38.591","-121.51","SACR","SAFA",,"SACRAMENTO RIVER BRODERICK BOAT RAMP ACROSS DOWN FROM DISCOVERY PARK WITH NET PEN","SAFA","SACR","38.591","-121.51","N"
"L","4.2","20260130","CDFW","6FBMAMAD MRFH","4","MAD RIVER HATCHERY","40.85","-123.99","MAEL","NOCA",,"MAD RIVER FISH HATCHERY","NOCA","MAEL","40.8535","-123.9892","N"
"L","4.2","20260130","CDFW","6FCSABUT","4","BUTTE CREEK","39.2","-121.935","SACR","SAFA",,"BUTTE CREEK","SAFA","SACR","39.2","-121.935","N"
"L","4.2","20260130","CDFW","6FASRMAI VDPK","4","VAN DEVENTER PARK","41.8531","-124.1224","SMIT","NOCA",,"VAN DEVENTER PARK, SMITH RIVER","NOCA","SMIT","41.8531","-124.1224","N"
"L","4.2","20260130","CDFW","6FCSA","4","SAC R AB COLLINSVILLE","38.07","-121.85","SACR","SAFA",,"SACRAMENTO RIVER BASIN (COLLINSVILLE UPRIVER)","SAFA","SACR","38.07","-121.85","N"
"L","4.2","20260130","CDFW","6MOSFPRI JON NET","4","HALF MOON BAY JOHN PR NET","37.503","-122.482","SFBA","CECA",,"HALF MOON BAY PILLAR POINT HARBOR JOHNSON PIER NET","CECA","SFBA","37.503","-122.482","N"
"L","4.2","20260130","CDFW","6FBRRDRC PENA","4","PENA CREEK","38.7","-122.97","NORU","CECA",,"PENA CREEK, TRIBUTARY OF DRY CREEK, RUSSIAN RIVER","CECA","NORU","38.7011","-122.9611","N"
"L","4.2","20260130","CDFW","6FBEL","4","EEL RIVER","40.65","-124.31","MAEL","NOCA",,"EEL RIVER","NOCA","MAEL","40.6417","-124.3111","N"
"L","4.2","20260130","CDFW","6FBRRGBS","4","GIBSON CREEK","39.16","-123.19","NORU","CECA",,"GIBSON CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","39.1367","-123.1892","N"
"L","4.2","20260130","CDFW","6FBMA","4","MAD RIVER","40.97","-124.12","MAEL","NOCA",,"MAD RIVER","NOCA","MAEL","40.9422","-124.1339","N"
"L","4.2","20260130","CDFW","6FCSAAMN SUN","4","AMERICAN R AT SUNRISE","38.63","-121.27","AMER","SAFA",,"AMERICAN RIVER AT SUNRISE BOULEVARD","SAFA","AMER","38.63","-121.27","N"
"L","4.2","20260130","CDFW","6FBRRPOR","4","PORTER CREEK","38.52","-122.89","NORU","CECA",,"PORTER CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.5153","-122.8819","N"
"L","4.2","20260130","CDFW","6FCSASAF KNLD","4","SAC R AT KNIGHTS LANDING","38.8","-121.72","SACR","SAFA",,"SACRAMENTO RIVER KNIGHTS LANDING","SAFA","SACR","38.8","-121.72","N"
"L","4.2","20260130","CDFW","6MOSFPRI JON","4","HALF MOON BAY JOHNSON PR","37.503","-122.482","SFBA","CECA",,"HALF MOON BAY PILLAR POINT HARBOR JOHNSON PIER","CECA","SFBA","37.503","-122.482","N"
"L","4.2","20260130","CDFW","6FKTRUTR AMBP","4","AMBROSE PONDS",,,"TRIN","KLTR",,"AMBROSE PONDS","KLTR","TRIN",,,"N"
"L","4.2","20260130","CDFW","6FBELVAN YAGRLAWCOR","4","CORNER CREEK","40.6185","-123.9908","MAEL","NOCA",,"CORNER CREEK, TRIBUTARY TO LAWRENCE CREEK","NOCA","MAEL","40.6733","-123.9561","N"
"L","4.2","20260130","CDFW","6MOSFFBA","4","FORT BAKER MINOR PT","37.832","-122.477","SFBA","CECA",,"FORT BAKER MINOR PORT AREA/LOCATION","CECA","SFBA","37.84","-122.47","N"
"L","4.2","20260130","CDFW","6FBRRBSL SQAW","4","SQUAW CREEK","38.82","-122.88","NORU","CECA",,"SQUAW CREEK, TRIBUTARY OF BIG SULPHUR CREEK, TRIB OF RUSSIAN RIVER","CECA","NORU","38.8244","-122.8769","N"
"L","4.2","20260130","CDFW","6FKKLEST SALT","4","SALT CREEK",,,"KLAM","KLTR",,"SALT CREEK","KLTR","KLAM","41.5464","-124.0617","N"
"L","4.2","20260130","CDFW","6FBDH","4","DEHAVEN CREEK","39.6592","-123.7844","MAEL","NOCA",,"DEHAVEN CREEK N OF FT BRAGG","NOCA","MAEL","39.6592","-123.7844","N"
"L","4.2","20260130","CDFW","6FBRRFRS","4","FORSYTHE CREEK","38.59","-122.89","NORU","CECA",,"FORSYTHE CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","39.2481","-123.2047","N"
"L","4.2","20260130","CDFW","6FA","4","COAST N OF KLAMATH",,,"SMIT","NOCA",,"COASTAL RIVER BASINS NORTH OF KLAMATH RIVER","NOCA","SMIT",,,"N"
"L","4.2","20260130","CDFW","6FCSAFEA LKOR","4","LAKE OROVILLE","39.546","-121.489","FEA","SAFA",,"LAKE OROVILLE","SAFA","FEA","39.546","-121.489","N"
"L","4.2","20260130","CDFW","6FCSASAC","4","SAC R COLUSA TO RBDD","39.2","-122","SACR","SAFA",,"SACRAMENTO RIVER MAINSTEM, COLUSA TO RED BLUFF DIVERSION DAM","SAFA","SACR","39.2","-122","N"
"L","4.2","20260130","CDFW","6FCSJTUO GRAY","4","GRAYSON RANCH","37.59","-121.24","TUST","SJOA",,"TUOLUMNE RIVER AT GRAYSON RANCH","SJOA","TUST","37.59","-121.24","N"
"L","4.2","20260130","CDFW","6FCSAAMN NBFH","4","NIMBUS FISH HATCHERY","38.634","-121.225","AMER","SAFA",,"NIMBUS FISH HATCHERY","SAFA","AMER","38.637","-121.221","N"
"L","4.2","20260130","CDFW","6FBELTOM","4","TOMKI CREEK","39.425","-123.143","MAEL","NOCA",,"TOMKI CREEK TRIB TO MIDDLE FORK OF THE EEL RIVER","NOCA","MAEL","39.425","-123.143","N"
"L","4.2","20260130","CDFW","6MOMOMON","4","MONTEREY MINOR PORT","36.61","-121.89","SAMO","CECA",,"MONTEREY MINOR PORT AREA/LOCATION","CECA","SAMO","36.61","-121.89","N"
"L","4.2","20260130","CDFW","6FKTRUTR JUNC","4","JUNCTION CITY","40.732","-123.057","TRIN","KLTR",,"JUNCTION CITY","KLTR","TRIN","40.7333","-123.0525","N"
"L","4.2","20260130","CDFW","6FKTRLTR RDRK","4","RED ROCK",,,"TRIN","KLTR",,"RED ROCK, LOWER TRINITY RIVER","KLTR","TRIN",,,"N"
"L","4.2","20260130","CDFW","6FBELRED","4","REDWOOD CR(TRIB EEL)","40.1216","-123.8364","MAEL","NOCA",,"REDWOOD CREEK TRIBUTARY TO EEL RIVER AT REDWAY, CA","NOCA","MAEL","40.1214","-123.8353","N"
"L","4.2","20260130","CDFW","6FASRMOR","4","MORRISON CR, SMITH R","41.9044","-124.1567","SMIT","NOCA",,"MORRISON CREEK, TRIBUTARY OF SMITH RIVER","NOCA","SMIT","41.9044","-124.1567","N"
"L","4.2","20260130","CDFW","6FKTRLTR","4","TRINITY R, MOUTH-SFK","41.18","-123.71","TRIN","KLTR",,"TRINITY RIVER, MOUTH TO SOUTH FORK","KLTR","TRIN","41.175","-123.71","N"
"L","4.2","20260130","CDFW","6FKTRHOL","4","HORSE LINTO CREEK","41.001","-123.619","TRIN","KLTR",,"HORSE LINTO CREEK","KLTR","TRIN","41.0006","-123.6192","N"
"L","4.2","20260130","CDFW","6FBRRDRC FALL","4","FALL CREEK","38.71","-122.98","NORU","CECA",,"FALL CREEK, TRIBUTARY OF DRY CREEK, RUSSIAN RIVER","CECA","NORU","38.7075","-122.9789","N"
"L","4.2","20260130","CDFW","6FASRMYR","4","MYRTLE CR, SMITH R","41.801","-124.0546","SMIT","NOCA",,"MYRTLE CREEK, TRIBUTARY OF SMITH RIVER","NOCA","SMIT","41.8014","-124.0531","N"
"L","4.2","20260130","CDFW","6FBRRWLW","4","WILLOW CREEK RUSSIAN RIV","38.44","-123.09","NORU","CECA",,"WILLOW CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.44","-123.09","N"
"L","4.2","20260130","CDFW","6FCSASBF VORD","4","SAC R AT VORDEN","38.27","-121.54","SACR","SAFA",,"SACRAMENTO RIVER VORDEN","SAFA","SACR","38.27","-121.54","N"
"L","4.2","20260130","CDFW","6FBRRDRC MILL","4","MILL CREEK RUSSIAN RIVER","38.59","-122.89","NORU","CECA",,"MILL CREEK, TRIBUTARY OF DRY CREEK, TRIB OF RUSSIAN RIVER","CECA","NORU","38.5892","-122.8686","N"
"L","4.2","20260130","CDFW","6FDDL","4","DAVENPORT LANDING CR",,,"SAMO","CECA",,"DAVENPORT LANDING CREEK","CECA","SAMO","35.2222","-120.6892","N"
"L","4.2","20260130","CDFW","6FBSL","4","STONE LAGOON","41.2483","-124.0991","MAEL","NOCA",,"STONE LAGOON N OF EUREKA","NOCA","MAEL","41.2439","-124.0933","N"
"L","4.2","20260130","CDFW","6FCSASAF LOMO","4","SAC R AT LOS MOLINOS","40.03","-122.11","SACR","SAFA",,"SACRAMENTO RIVER LOS MOLINOS","SAFA","SACR","40.03","-122.11","N"
"L","4.2","20260130","CDFW","6FCSAFEA HFLA","4","FEATHER BEL THRM HI FLOW","39.366","-121.65","FEA","SAFA",,"FEATHER RIVER, THERMALITO TO GRIDLEY (HIGH FLOW AREA)","SAFA","FEA","39.366","-121.65","N"
"L","4.2","20260130","CDFW","6FCSJMOK NOFK NET","4","MOK R NORTH FORK NET","38.13","-121.56","MOKE","SJOA",,"MOKELUMNE RIVER NORTH FORK NET","SJOA","MOKE","38.13","-121.56","N"
"L","4.2","20260130","CDFW","6MOSF","4","SAN FRANCISCO MAJ.PT","37.81","-122.41","SFBA","CECA",,"SAN FRANCISCO MAJOR PORT AREA","CECA","SFBA","37.81","-122.41","N"
"L","4.2","20260130","CDFW","6FCSJMER HATF","4","MER R HATFIELD STATE AREA","37.35","-120.96","MERC","SJOA",,"HATFIELD STATE RECREATION AREA","SJOA","MERC","37.3578","-120.9594","N"
"L","4.2","20260130","CDFW","6FKTRMIC NET","4","MILL CK NET TRINITY RIVER","41.089","-123.704","TRIN","KLTR",,"MILL CREEK NET PEN TRIBUTARY OF TRINITY RIVER","KLTR","TRIN","41.089","-123.704","N"
