stream,site,subsite,site_group,date,count,trap_status
deer creek,deer creek,deer creek,deer creek,2000-08-26,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-08-27,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-08-28,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-08-29,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-08-30,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-08-31,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-01,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-02,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-03,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-04,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-05,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-06,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-08,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-09,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-11,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-12,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-13,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-14,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-15,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-16,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-17,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-18,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-19,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-20,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-22,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-23,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-24,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-25,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-26,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-27,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-28,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-29,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-09-30,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-01,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-02,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-03,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-04,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-05,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-06,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-08,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-09,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-11,14,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-12,11,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-13,5,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-14,11,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-15,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-16,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-17,7,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-18,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-19,2,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-20,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-22,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-23,1,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-24,1,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-25,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-10-26,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-27,5,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-28,1,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-29,75,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-30,22,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-10-31,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-01,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-02,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-03,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-04,1,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-05,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-06,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-11-08,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-09,2,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-11-11,2,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-12,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-13,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-14,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-11-15,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-16,12,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-17,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-18,13,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-19,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-11-20,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-21,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-22,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-23,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2000-11-24,9,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-25,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-26,5,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-27,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-28,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-29,21,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-11-30,75,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-01,78,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-02,12,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-03,75,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-04,18,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-05,18,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-06,13,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-07,2,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-08,1,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-09,7,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-10,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-11,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-12,2,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-13,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-14,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-15,5,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-16,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-17,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-18,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-19,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-20,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-21,17,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-22,27,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-23,5,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-24,15,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-25,9,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-26,12,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-27,2,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-28,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-29,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-30,1,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2000-12-31,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-01,6,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-02,2,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-03,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-04,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-05,9,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-06,12,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-01-08,22,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-09,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-10,3,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-11,110,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-12,130,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-13,46,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-14,39,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-15,58,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-16,123,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-17,67,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-18,17,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-19,13,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-20,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-01-21,5,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-22,38,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-23,57,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-24,183,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-25,331,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-26,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-01-27,23,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-28,17,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-29,38,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-30,64,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-01-31,38,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-01,36,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-02,15,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-03,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-04,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-05,30,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-06,13,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-07,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-08,17,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-09,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-11,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-12,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-13,44,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-14,63,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-15,50,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-16,23,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-17,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-18,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-19,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-20,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-22,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-23,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-24,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-25,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-26,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-02-27,137,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-02-28,92,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-01,80,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-02,88,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-03,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-04,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-05,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-06,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-07,36,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-08,27,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-09,41,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-11,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-12,22,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-13,33,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-14,18,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-15,27,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-16,42,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-17,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-18,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-19,26,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-20,19,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-21,137,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-22,109,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-23,26,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-24,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-25,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-03-26,191,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-27,88,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-28,14,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-29,12,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-30,34,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-03-31,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-01,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-02,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-03,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-04,8,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-05,33,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-06,4,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-08,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-09,25,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-10,20,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-11,9,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-12,19,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-13,5,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-14,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-15,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-16,10,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-17,9,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-18,7,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-19,16,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-20,137,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-22,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-23,24,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-24,15,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-25,16,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-26,26,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-27,78,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-04-28,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-29,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-04-30,37,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-01,38,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-02,58,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-03,139,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-04,142,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-05,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-06,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-07,70,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-08,61,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-09,108,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-10,138,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-11,103,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-12,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-13,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-14,105,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-15,128,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-16,131,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-17,135,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-18,54,trap fishing - fish caught
deer creek,deer creek,deer creek,deer creek,2001-05-19,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-20,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-22,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-23,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-24,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-25,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-26,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-27,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-28,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-29,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-30,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-05-31,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-01,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-02,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-03,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-04,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-05,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-06,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-08,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-09,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-11,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-12,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-13,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-14,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-15,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-16,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-17,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-18,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-19,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-20,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-22,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-23,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-24,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-25,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-26,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-27,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-28,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-29,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-06-30,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-01,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-02,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-03,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-04,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-05,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-06,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-08,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-09,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-11,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-12,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-13,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-14,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-15,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-16,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-17,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-18,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-19,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-20,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-22,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-23,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-24,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-25,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-26,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-27,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-28,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-29,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-30,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-07-31,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-01,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-02,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-03,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-04,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-05,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-06,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-07,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-08,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-09,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-10,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-11,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-12,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-13,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-14,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-15,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-16,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-17,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-18,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-19,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-20,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-21,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-22,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-23,NA,trap not fishing
deer creek,deer creek,deer creek,deer creek,2001-08-24,NA,trap not fishing
